Course ID,Department,Course,Section,Course Title,Name,Schedule,LMT/ENR/WL,LMT,ENR,WL,Location,Yr,Trm,CRDTS
MU 114 01,MU,114,1,Ritterchor,"Nelson, L",MT H 3:50PM-4:45PM,90/70/0,90,70,0,CHA 010,2023-24,FA,0
MU 119 01,MU,119,1,Handbell Choir,"Black, K",M 7:00PM-8:30PM,20/17/0,20,17,0,FAC 129,2023-24,FA,0
MU 120 01,MU,120,1,Wind Ensemble,"Snead, L",MTWH 4:50PM-6:15PM,65/37/0,65,37,0,FAC 100,2023-24,FA,0.25
MU 121 01,MU,121,1,Knightliters Jazzband I,"Hakanson, J",W 8:30PM-10:00PM,25/17/0,25,17,0,FAC 100,2023-24,FA,0
MU 122 01,MU,122,1,Symphonic Band,"Snead, L",M WH 3:50PM-4:40PM,100/51/0,100,51,0,FAC 100,2023-24,FA,0
MU 123 01,MU,123,1,Chamber Music Ensemble: Clarinet Ensemble,"Wachmann, E",,10/4/00,10,4,0,,2023-24,FA,0
MU 123 02,MU,123,2,Chamber Music Ensemble: Flute Choir,"Cawley, D",,18/5/0,18,5,0,,2023-24,FA,0
MU 123 03,MU,123,3,Chamber Music Ensemble: Saxophone,"Anderson, C",,14/2/0,14,2,0,,2023-24,FA,0
MU 123 06,MU,123,6,Chamber Music Ensemble: Trombone Quartet,"TBA, T",,5/0/0,5,0,0,,2023-24,FA,0
MU 123 31,MU,123,31,Chamber Music Ensemble: Percussion Ensemble,"Hakanson, J",,10/7/00,10,7,0,,2023-24,FA,0
MU 123 33,MU,123,33,Chamber Music Ensemble: St. George String Quartet,"Forero Villamizar, G",,4/4/00,4,4,0,,2023-24,FA,0
MU 125 10,MU,125,10,Diction for Singers: English,"Larson, J",T H 9:35AM-10:25AM,20/16/0,20,16,0,FAC 212,2023-24,FA,0.25
MU 125 11,MU,125,11,Diction for Singers: English,"Larson, J",T H 10:25AM-11:15AM,20/12/0,20,12,0,FAC 212,2023-24,FA,0.25
MU 126 20,MU,126,20,Diction for Singers: Italian,"Larson, J",T H 9:35AM-10:25AM,20/13/0,20,13,0,FAC 212,2023-24,FA,0.25
MU 126 21,MU,126,21,Diction for Singers: Italian,"Larson, J",T H 10:25AM-11:15AM,20/13/0,20,13,0,FAC 212,2023-24,FA,0.25
MU 129 10,MU,129,10,"Inst Meth:Flute,Clarinet,Saxophone","Snead, L",T H 7:45AM-8:35AM,12/9/00,12,9,0,FAC 129,2023-24,FA,0.25
MU 129 20,MU,129,20,"Inst Meth:Flute,Clarinet,Saxophone","Snead, L",T H 7:45AM-8:35AM,12/6/00,12,6,0,FAC 129,2023-24,FA,0.25
MU 130 01,MU,130,1,Wartburg-Comm Symphony Orchestra,"Nederhiser, R",M H 7:00PM-9:30PM,100/26/0,100,26,0,FAC 100,2023-24,FA,0.25
MU 132 01,MU,132,1,Kammerstreicher,"Nederhiser, R",MTWHF 3:50PM-4:40PM,40/17/0,40,17,0,FAC 104,2023-24,FA,0.25
MU 133 10,MU,133,10,"Inst Methods:Oboe, Bassoon","Landes, N",W 7:00PM-8:30PM,8/5/00,8,5,0,FAC 043,2023-24,FA,0.25
MU 133 20,MU,133,20,"Inst Methods:Oboe,Bassoon","Landes, N",W 7:00PM-8:30PM,8/4/00,8,4,0,FAC 043,2023-24,FA,0.25
MU 134 10,MU,134,10,"Inst Meth:Trumpet, French Horn","Muntefering, S",MW 2:30PM-3:20PM,12/4/00,12,4,0,FAC 129,2023-24,FA,0.25
MU 134 20,MU,134,20,"Inst Meth:Trumpet, French Horn","Muntefering, S",M W 2:30PM-3:20PM,12/6/00,12,6,0,FAC 129,2023-24,FA,0.25
MU 135 10,MU,135,10,"Inst Methods:Trombone,Tuba","Muntefering, S",T H 7:45AM-8:35AM,12/7/00,12,7,0,FAC 100,2023-24,FA,0.25
MU 135 20,MU,135,20,"Inst Methods:Trombone, Tuba","Muntefering, S",T H 7:45AM-8:35AM,12/6/00,12,6,0,FAC 100,2023-24,FA,0.25
MU 136 10,MU,136,10,Inst Methods:Mallets,"Frost, R",W 7:00PM-8:30PM,10/5/00,10,5,0,FAC 100,2023-24,FA,0.25
MU 136 20,MU,136,20,Inst Methods:Mallets,"Frost, R",W 7:00PM-8:30PM,10/3/00,10,3,0,FAC 100,2023-24,FA,0.25
MU 137 10,MU,137,10,Inst Methods: Drums,"Frost, R",H 1:00PM-2:40PM,10/10/00,10,10,0,FAC 100,2023-24,FA,0.25
MU 137 20,MU,137,20,Inst Methods: Drums,"Frost, R",H 1:00PM-2:40PM,10/9/00,10,9,0,FAC 100,2023-24,FA,0.25
MU 138 10,MU,138,10,"Inst Methods:Violin, Viola","Forero Villamizar, G",T 1:00PM-2:40PM,12/9/00,12,9,0,FAC 104,2023-24,FA,0.25
MU 138 20,MU,138,20,"Inst Methods:Violin, Viola","Forero Villamizar, G",T 1:00PM-2:40PM,12/7/00,12,7,0,FAC 104,2023-24,FA,0.25
MU 139 10,MU,139,10,"Inst Methods:Cello, Bass","Jensen, L",W 7:00PM-8:40PM,10/6/00,10,6,0,FAC 104,2023-24,FA,0.25
MU 139 20,MU,139,20,"Inst Methods:Cello, Bass","Jensen, L",W 7:00PM-8:40PM,10/1/00,10,1,0,FAC 104,2023-24,FA,0.25
MU 150 01,MU,150,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,50/14/0,50,14,0,FAC 104,2023-24,FA,0.25
MU 150 02,MU,150,2,Applied Piano,"Doran, M",,30/12/0,30,12,0,,2023-24,FA,0.25
MU 150 03,MU,150,3,Applied Piano,"Braaten-Reuter, L",,50/5/0,50,5,0,FAC 117,2023-24,FA,0.25
MU 150 04,MU,150,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,30/1/0,30,1,0,FAC 104,2023-24,FA,0.25
MU 150 05,MU,150,5,Applied Piano,"Beane, D",,35/15/0,35,15,0,FAC 117,2023-24,FA,0.25
MU 154 01,MU,154,1,Listening to Popular Music,"Frost, R",,25/29/0,25,29,0,,2023-24,FA,1
MU 155 01,MU,155,1,Piano Class,"Sheckler, H",M W 2:30PM-3:00PM,10/10/00,10,10,0,FAC 117,2023-24,FA,0.25
MU 155 02,MU,155,2,Piano Class,"Sheckler, H",T H 9:35AM-10:05AM,10/7/00,10,7,0,FAC 117,2023-24,FA,0.25
MU 155 03,MU,155,3,Piano Class,"Sheckler, H",M W 3:00PM-3:30PM,10/8/00,10,8,0,FAC 117,2023-24,FA,0.25
MU 155 04,MU,155,4,Piano Class,"Sheckler, H",T H 10:05AM-10:35AM,10/4/00,10,4,0,FAC 117,2023-24,FA,0.25
MU 160 01,MU,160,1,Applied Organ,"Black, K",,50/3/0,50,3,0,CHA CHA,2023-24,FA,0.25
MU 170 01,MU,170,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,50/14/0,50,14,0,FAC 202,2023-24,FA,0.25
MU 170 02,MU,170,2,Applied Voice,"Larson, J",,50/6/0,50,6,0,FAC 201,2023-24,FA,0.25
MU 170 02,MU,170,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/6/0,50,6,0,FAC 129,2023-24,FA,0.25
MU 170 03,MU,170,3,Applied Voice,"Gast, D",,50/25/0,50,25,0,FAC 205,2023-24,FA,0.25
MU 170 04,MU,170,4,Applied Voice,"Gast, R",,50/16/0,50,16,0,FAC 205,2023-24,FA,0.25
MU 170 05,MU,170,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,25/22/0,25,22,0,FAC 129,2023-24,FA,0.25
MU 170 06,MU,170,6,Applied Voice,"Beane Hanson, K",,50/14/0,50,14,0,FAC 204,2023-24,FA,0.25
MU 170 07,MU,170,7,Applied Voice,"Pfaltzgraff, C",,25/15/0,25,15,0,FAC 204,2023-24,FA,0.25
MU 170 08,MU,170,8,Applied Voice,"Gougler, K",,25/11/0,25,11,0,,2023-24,FA,0.25
MU 176 01,MU,176,1,Voice Methods I,"Larson, S",H 6:30PM-7:30PM,15/8/0,15,8,0,FAC 043,2023-24,FA,0.25
MU 180 B1,MU,180,B1,Applied Euphonium,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,0.25
MU 180 B2,MU,180,B2,Applied Brass:French Horn,"Harris, C",,100/6/0,100,6,0,FAC 012,2023-24,FA,0.25
MU 180 B3,MU,180,B3,Applied Brass:Trombone,"Lambert, C",,100/4/0,100,4,0,FAC 111,2023-24,FA,0.25
MU 180 B4,MU,180,B4,Applied Brass:Trumpet,"Muntefering, S",,100/9/0,100,9,0,FAC 041,2023-24,FA,0.25
MU 180 B5,MU,180,B5,Applied Brass:Tuba,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,0.25
MU 180 P1,MU,180,P1,Applied Percussion,"Frost, R",,100/7/0,100,7,0,FAC 016,2023-24,FA,0.25
MU 180 P2,MU,180,P2,Applied Percussion,"Hakanson, J",,4/4/00,4,4,0,,2023-24,FA,0.25
MU 180 W1,MU,180,W1,Applied Woodwind:Bassoon,"Landes, N",,100/1/0,100,1,0,FAC 013,2023-24,FA,0.25
MU 180 W2,MU,180,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/3/0,100,3,0,FAC 104,2023-24,FA,0.25
MU 180 W2,MU,180,W2,Applied Woodwind: Clarinet Lab,"Wachmann, E",,25/5/0,25,5,0,FAC 104,2023-24,FA,0
MU 180 W3,MU,180,W3,Applied Woodwind: Flute,"Cawley, D",T 3:45PM-4:45PM,50/7/0,50,7,0,,2023-24,FA,0.25
MU 180 W4,MU,180,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/1/0,100,1,0,FAC 013,2023-24,FA,0.25
MU 180 W5,MU,180,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/6/0,100,6,0,FAC 013,2023-24,FA,0.25
MU 190 G1,MU,190,G1,Applied Guitar,"Sanders, M",,35/18/0,35,18,0,FAC 204,2023-24,FA,0.25
MU 190 S1,MU,190,S1,Applied Strings:Cello,"Lebedeva, L",,100/5/0,100,5,0,,2023-24,FA,0.25
MU 190 S2,MU,190,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/1/0,100,1,0,FAC 108,2023-24,FA,0.25
MU 190 S3,MU,190,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/2/0,100,2,0,FAC 108,2023-24,FA,0.25
MU 190 S4,MU,190,S4,Applied Strings: Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,FA,0.25
MU 194 01,MU,194,1,Functional Guitar Class,"Sanders, M",F 10:45AM-11:50AM,12/12/00,12,12,0,FAC 035,2023-24,FA,0.25
MU 205 01,MU,205,1,Music Theory III,"Black, K",MWF 9:00AM-10:05AM,22/18/0,22,18,0,FAC 043,2023-24,FA,1
MU 205 02,MU,205,2,Music Theory III,"Black, K",M W F 10:45AM-11:50AM,22/13/0,22,13,0,FAC 043,2023-24,FA,1
MU 207 01,MU,207,1,Aural Skills II,"Gougler, K",T H 8:35AM-9:25AM,19/17/0,19,17,0,FAC 043,2023-24,FA,0.5
MU 207 02,MU,207,2,Aural Skills II,"Gougler, K",T H 9:35AM-10:25AM,19/11/0,19,11,0,FAC 043,2023-24,FA,0.5
MU 210 01,MU,210,1,Principles of Music Therapy,"Ashton, B",M W F 12:00PM-1:05PM,25/14/0,25,14,0,FAC 035,2023-24,FA,1
MU 211 01,MU,211,1,Music Therapy Musical Foundations,"Fleming, K",M W 10:45AM-11:50AM,12/11/00,12,11,0,FAC 035,2023-24,FA,0.5
MU 211 02,MU,211,2,Music Therapy Musical Foundations,"Fleming, K",M W 12:00PM-1:05PM,12/0/0,12,0,0,FAC 213,2023-24,FA,0.5
MU 250 01,MU,250,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,30/5/0,30,5,0,,2023-24,FA,0.5
MU 250 02,MU,250,2,Applied Piano,"Doran, M",,10/0/0,10,0,0,,2023-24,FA,0.5
MU 250 04,MU,250,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,20/3/0,20,3,0,,2023-24,FA,0.5
MU 250 05,MU,250,5,Applied Piano,"Beane, D",,1/1/00,1,1,0,FAC 117,2023-24,FA,0.5
MU 260 01,MU,260,1,Applied Organ,"Black, K",,100/1/0,100,1,0,CHA CHA,2023-24,FA,0.5
MU 270 01,MU,270,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,100/8/0,100,8,0,FAC 202,2023-24,FA,0.5
MU 270 02,MU,270,2,Applied Voice,"Larson, J",,50/15/0,50,15,0,FAC 201,2023-24,FA,0.5
MU 270 02,MU,270,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/15/0,50,15,0,FAC 129,2023-24,FA,0.5
MU 270 03,MU,270,3,Applied Voice,"Gast, D",,50/2/0,50,2,0,FAC 205,2023-24,FA,0.5
MU 270 04,MU,270,4,Applied Voice,"Gast, R",,100/4/0,100,4,0,FAC 205,2023-24,FA,0.5
MU 270 05,MU,270,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,25/1/0,25,1,0,,2023-24,FA,0.5
MU 270 06,MU,270,6,Applied Voice,"Beane Hanson, K",,100/5/0,100,5,0,FAC 204,2023-24,FA,0.5
MU 270 07,MU,270,7,Applied Voice,"Pfaltzgraff, C",,15/4/0,15,4,0,FAC 204,2023-24,FA,0.5
MU 270 08,MU,270,8,Applied Voice,"Gougler, K",,10/6/00,10,6,0,,2023-24,FA,0.5
MU 270 09,MU,270,9,Applied Voice,"Whitish, B",,20/0/0,20,0,0,,2023-24,FA,0.5
MU 271 01,MU,271,1,Opera Workshop,"Pfaltzgraff, B",TH 7:00PM-9:00PM,50/4/0,50,4,0,FAC 129,2023-24,FA,0.25
MU 280 B1,MU,280,B1,Applied Euphonium,"Lambert, C",,100/2/0,100,2,0,FAC 111,2023-24,FA,0.5
MU 280 B2,MU,280,B2,Applied Brass:French Horn,"Harris, C",,100/2/0,100,2,0,FAC 012,2023-24,FA,0.5
MU 280 B3,MU,280,B3,Applied Brass:Trombone,"Lambert, C",,100/2/0,100,2,0,FAC 111,2023-24,FA,0.5
MU 280 B4,MU,280,B4,Applied Brass:Trumpet,"Muntefering, S",,100/5/0,100,5,0,FAC 041,2023-24,FA,0.5
MU 280 B5,MU,280,B5,Applied Brass:Tuba,"Lambert, C",,100/2/0,100,2,0,FAC 111,2023-24,FA,0.5
MU 280 P1,MU,280,P1,Applied Percussion,"Frost, R",,100/5/0,100,5,0,FAC 016,2023-24,FA,0.5
MU 280 P2,MU,280,P2,Applied Percussion,"Hakanson, J",,10/0/0,10,0,0,,2023-24,FA,0.5
MU 280 W1,MU,280,W1,Applied Woodwind:Bassoon,"Landes, N",,100/0/0,100,0,0,FAC 013,2023-24,FA,0.5
MU 280 W2,MU,280,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/6/0,100,6,0,FAC 104,2023-24,FA,0.5
MU 280 W2,MU,280,W2,Applied Woodwind:Clarinet,"Wachmann, E",,100/6/0,100,6,0,FAC 113,2023-24,FA,0.5
MU 280 W3,MU,280,W3,Applied Woodwind:Flute,"Cawley, D",T 3:45PM-4:45PM,100/5/0,100,5,0,,2023-24,FA,0.5
MU 280 W4,MU,280,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/1/0,100,1,0,FAC 013,2023-24,FA,0.5
MU 280 W5,MU,280,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/3/0,100,3,0,FAC 013,2023-24,FA,0.5
MU 281 01,MU,281,1,Choral\Inst Field Experience 5-12,"Muntefering, S",,50/15/0,50,15,0,,2023-24,FA,0
MU 283 01,MU,283,1,Music Therapy Methods & Techniques,"Ashton, B",T H 1:00PM-2:05PM,18/15/0,18,15,0,FAC 035,2023-24,FA,0.5
MU 285 01,MU,285,1,Music Therapy Practicum II,"Ashton, B",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 02,MU,285,2,Music Therapy Practicum II,"Fleming, K",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 03,MU,285,3,Music Therapy Practicum II,"Rewerts, K",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 04,MU,285,4,Music Therapy Practicum II,"Wendland, M",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 05,MU,285,5,Music Therapy Practicum II,"Lekander, L",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 06,MU,285,6,Music Therapy Practicum II,"Anderson, L",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 290 G1,MU,290,G1,Applied:Guitar,"Sanders, M",,50/1/0,50,1,0,FAC 204,2023-24,FA,0.5
MU 290 S1,MU,290,S1,Applied Strings:Cello,"Lebedeva, L",,100/0/0,100,0,0,,2023-24,FA,0.5
MU 290 S2,MU,290,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,0.5
MU 290 S3,MU,290,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,0.5
MU 290 S4,MU,290,S4,Applied Strings:Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,FA,0.5
MU 309 01,MU,309,1,Choral/Instrum Methods:Grade 5-12,"Muntefering, S",T H 1:00PM-2:40PM,25/15/0,25,15,0,FAC 213,2023-24,FA,1
MU 313 01,MU,313,1,Influence of Music on Behavior,"Ashton, B",T H 9:35AM-11:15AM,20/7/0,20,7,0,FAC 213,2023-24,FA,1
MU 316 01,MU,316,1,Music History II,"Doran, M",M W F 10:45AM-11:50AM,20/15/0,20,15,0,FAC 212,2023-24,FA,1
MU 316 02,MU,316,2,Music History II,"Doran, M",M W F 12:00PM-1:05PM,20/14/0,20,14,0,FAC 212,2023-24,FA,1
MU 324 01,MU,324,1,Conducting,"Nederhiser, R",MWF 7:45AM-8:50AM,15/11/0,15,11,0,FAC 129,2023-24,FA,1
MU 324 02,MU,324,2,Conducting,"Nelson, L",MWF 9:00AM-10:05AM,15/12/0,15,12,0,FAC 129,2023-24,FA,1
MU 350 01,MU,350,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,30/0/0,30,0,0,,2023-24,FA,1
MU 350 02,MU,350,2,Applied Piano,"Doran, M",,10/0/0,10,0,0,,2023-24,FA,1
MU 350 04,MU,350,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,20/0/0,20,0,0,,2023-24,FA,1
MU 360 01,MU,360,1,Applied Organ,"Black, K",,100/0/0,100,0,0,CHA CHA,2023-24,FA,1
MU 370 01,MU,370,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,100/0/0,100,0,0,FAC 202,2023-24,FA,1
MU 370 02,MU,370,2,Applied Voice,"Larson, J",,50/2/0,50,2,0,FAC 201,2023-24,FA,1
MU 370 02,MU,370,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/2/0,50,2,0,FAC 129,2023-24,FA,1
MU 370 03,MU,370,3,Applied Voice,"Gast, D",,50/0/0,50,0,0,FAC 205,2023-24,FA,1
MU 370 04,MU,370,4,Applied Voice,"Gast, R",,50/0/0,50,0,0,FAC 205,2023-24,FA,1
MU 370 05,MU,370,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,50/0/0,50,0,0,,2023-24,FA,1
MU 370 06,MU,370,6,Applied Voice,"Beane Hanson, K",,100/0/0,100,0,0,,2023-24,FA,1
MU 370 07,MU,370,7,Applied Voice,"Pfaltzgraff, C",,10/1/00,10,1,0,FAC 204,2023-24,FA,1
MU 370 08,MU,370,8,Applied Voice,"Gougler, K",,10/0/0,10,0,0,,2023-24,FA,1
MU 380 B1,MU,380,B1,Applied Euphonium,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 B2,MU,380,B2,Applied Brass:French Horn,"Harris, C",,100/1/0,100,1,0,FAC 012,2023-24,FA,1
MU 380 B3,MU,380,B3,Applied Brass:Trombone,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 B4,MU,380,B4,Applied Brass:Trumpet,"Muntefering, S",,100/0/0,100,0,0,FAC 041,2023-24,FA,1
MU 380 B5,MU,380,B5,Applied Brass:Tuba,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 P1,MU,380,P1,Applied Percussion,"Frost, R",,100/0/0,100,0,0,FAC 016,2023-24,FA,1
MU 380 W1,MU,380,W1,Applied Woodwind:Bassoon,"Landes, N",,100/0/0,100,0,0,FAC 013,2023-24,FA,1
